Code	Group	Subgroup	Brand	Item	Description	Wholesale price (USD)
7773	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LC-CDTCL-6.5/E14/840" ART.L219, E14, 6.5W, cold White		3.03
7774	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LC-GLS-15/E27/827" ART.L196, E27, 15W, warm White		3.91
7775	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LC-GLS-15/E27/840" ART.L197, E27, 15W, cold White		3.91
7776	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LC-GLS-18/E27/827" ART.L198, E27, 18W, warm White		5.22
7777	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LC-GLS-18/E27/840" ART.L199, E27, 18W, cold White		5.22
7778	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-CD-6/E14/827" ART.L250, E14, 6W, warm White		1.98
7779	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-CD-6/E14/840" ART.L251, E14, 6W, cold White		1.98
7780	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-CD-6/E27/827" ART.L252, E27, 6W, warm White		1.98
7781	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-CD-6/E27/840" ART.L253, E27, 6W, cold White		1.98
7782	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-GLS-10/E27/827" ART.L162, E27, 10W, warm White		2.1
7783	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-GLS-10/E27/840" ART.L163, E27, 10W, cold White		2.1
7784	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-GLS-12/E27/840" ART.L165, E27, 12W, cold White		2.25
7785	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-GLS-8/E27/827" ART.L160, E27, 8W, warm White		1.98
7786	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-GLS-8/E27/840" ART.L161, E27, 8W, cold White		1.98
7787	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-LP-T90-50/E27/830" ART.L350, E27, 50W, warm White		27.62
7788	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-LP-T90-50/E27/850" ART.L351, E27, 50W, cold White		27.62
7789	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-4/GU5.3/827" ART.L190, GU5.3, 4W, warm White		1.84
7790	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-4/GU5.3/840" ART.L191, GU5.3, 4W, cold White		1.84
7791	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-5/GU5.3/827" ART.L192, GU5.3, 5W, warm White		1.98
7792	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-5/GU5.3/840" ART.L193, GU5.3, 5W, cold White		1.98
7793	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-6/GU5.3/827" ART.L194, GU5.3, 6W, warm White		2.1
7794	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-6/GU5.3/840" ART.L195, GU5.3, 6W, cold White		2.1
7795	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-8/GU10/827" ART.L188, GU10, 8W, warm White		3.3
7796	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-8/GU10/840" ART.L189, GU10, 8W, cold White		3.3
7797	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-8/GU5.3/827" ART.L186, GU5.3, 8W, warm White		3.3
7798	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-MR16A-8/GU5.3/840" ART.L187, GU5.3, 8W, cold White		3.3
7799	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-P45-6.5/E14/827" ART.L128, E14, 6.5W, warm White		1.98
7800	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-P45-6.5/E14/840" ART.L130, E14, 6.5W, cold White		1.98
7801	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-P45-6.5/E27/827" ART.L132, E27, 6.5W, warm White		1.98
7802	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-P45-6.5/E27/840" ART.L133, E27, 6.5W, cold White		1.98
7803	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-R39-3.5/E14/827" ART.L260, E14, 3.5W, warm White		2.1
7804	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-R39-3.5/E14/840" ART.L261, E14, 3.5W, cold White		2.1
7805	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-R50-6/E14/827" ART.L112, E14, 6W, warm White		2.63
7806	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LE-R50-6/E14/840" ART.L113, E14, 6W, cold White		2.63
7807	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	LED spotlight Nanolight "NFL-SMD-25W/850/GR" ART.L411, 25W, cold White		17.05
7808	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	LED spotlight Nanolight "NFL-SMD-50W/850/BL" ART.L412, 50W, cold White		47.44
7809	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	LED spotlight Nanolight "NFL-SMD-50W/850/GR" ART.L413, 50W, cold White		47.44
7810	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	LED spotlight Nanolight "NFL-SMD-ST-100W/850" ART.L302, 100W, cold White		89.71
7811	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	LED spotlight Nanolight "NFL-SMD-ST-150W/850" ART.L303, 150W, cold White		108.19
7812	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	LED spotlight Nanolight "NFL-SMD-ST-60W/850" ART.L300, 60W, cold White		55.35
7813	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	LED spotlight Nanolight "NFL-SMD-ST-80W/850" ART.L301, 80W, cold White		80.46
7814	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Xiaomi	Controller "LED Remote Controller CL-LD-CON-12-M"		10.32
7815	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Xiaomi	Controller "LED Remote Controller CL-LD-CON-12-WL"		15.48
7816	Computer equipment and components	Server platforms	ASUS	Platform 1U 19" RM ASUS "RS700-E8-RS4 V2" (2xSocket2011-v3, iC612, 24xDDR4, 4xHS 3.5" SATA III, RAID, 2xPCI-E x16, VGA, 2x1 GBit LAN, USB3.0, 2x800W red.)		1461.22
7817	Computer equipment and components	Server platforms	Intel	Platform 1U 19" RM Intel "R1208WTTGSR" (2xSocket2011-v3, iC612, 24xDDR4, 8xHS 2.5" SATA RAID, 2xPCI-E x16 + 1xPCI-E x8 + 1xPCI-E x4, VGA, 2x10 GBit LAN, IPMI, USB3.0, 750W red.)		1547.51
7818	Computer equipment and components	Server platforms	Intel	Platform 2U 19" RM Intel "R2208WT2YSR" (2xSocket2011-v3, iC612, 24xDDR4, 8xHS 2.5" SATA, RAID, 7xPCI-E x8 + 2xPCI-E x4, VGA, 2x1 GBit LAN, IPMI, 1100W red.)		1493.13
7819	Computer equipment and components	Server platforms	Intel	Platform 2U 19" RM Intel "R2208WTTYC1R" (2xSocket2011-v3, iC612, 24xDDR4, 8xHS 2.5" SATA RAID, 2xPCI-E x16 + 3xPCI-E x8 + 2xPCI-E x4, VGA, 2x10 GBit LAN, IPMI, USB3.0, 2x1100W red.)		1950.81
7820	Computer equipment and components	Server platforms	Intel	Platform 2U 19" RM Intel "R2308WTTYSR" (2xSocket2011-v3, iC612, 24xDDR4, 8xHS 3.5" SATA, RAID, 7xPCI-E x8 + 1xPCI-E x4, VGA, 2x10 GBit LAN, IPMI, USB, 1100W)		1660.06
7821	Computer equipment and components	Server platforms	Supermicro	Platform 1U 19" RM Supermicro "SuperServer SYS-1028R-WTR" (2xSocket2011-v3, iC612, 16xDDR4, 10xHS 2.5" SATA III, RAID, 2xPCI-E x16, VGA, 2x1 GBit LAN, IPMI, USB3.0, 700W red.)		1214.57
7822	Computer equipment and components	Server platforms	Supermicro	Platform 1U 19" RM Supermicro "SuperServer SYS-5018D-MTF" (Socket1150, iC224, 4xDDR3, SATA III, SATA II, RAID, PCI-E 3.0, VGA, 2x1 GBit LAN, IPMI, USB3.0, USB2.0, 350W)		526.92
7823	Computer equipment and components	Server platforms	Supermicro	Platform 1U 19" RM Supermicro "SuperServer SYS-5018A-MLTN4" (Atom C2550-2.40GHz, 4xDDR3, SATA III, SATA II, PCI-E 2.0, VGA, 4x1 GBit LAN, IPMI, USB2.0, 200W)		393.92
7824	Computer equipment and components	Server platforms	Supermicro	Platform 1U 19" RM Supermicro "SuperServer SYS-5018R-M" (Socket2011-v3, iC612, 8xDDR4, 4xHS 3.5" SATA III, RAID, 1xPCI-E x16, VGA, 2x1 GBit LAN, IPMI, USB3.0, 350W)		637.77
7825	Computer equipment and components	Server platforms	Supermicro	Platform 1U 19" RM Supermicro "SuperServer SYS-5019S-L" (Socket1151, iC232, 4xDDR4, SATA III, RAID, PCI-E 3.0, VGA, 2x1 GBit LAN, IPMI, USB3.0, 200W)		369.32
7826	Computer equipment and components	Server platforms	Supermicro	Platform 1U 19" RM Supermicro "SuperServer SYS-6018R-WTR" (2xSocket2011-v3, iC612, 16xDDR4, 4xHS 3.5" SATA III, RAID, 2xPCI-E x16 + 1xPCI-E x8, VGA, 2x1 GBit LAN, IPMI, USB3.0, 700W red.)		1153.61
7827	Computer equipment and components	Server platforms	Supermicro	Platform 2U 19" RM Supermicro "SuperServer SYS-6028R-WTR" (2xSocket2011-v3, iC612, 16xDDR4, 8xHS 3.5" SATA III, RAID, 4xPCI-E x8 + 2xPCI-E x8 LP, VGA, 2x1 GBit LAN, IPMI, USB3.0, 740W red.)		1238.01
7828	Computer equipment and components	Server platforms	Supermicro	Platform 2U 19" RM Supermicro "SuperStorage Server SSG-6028R-E1CR12N" (2xSocket2011-v3, iC612, 24xDDR4, 12xHS 3.5" SAS/SATA III, RAID, 2xPCI-E x16 + 3xPCI-E x8 + PCI-E x4, VGA, 4x10 GBit LAN, IPMI, USB3.0, 920W red.)		2579.86
7829	Computer equipment and components	Server platforms	Supermicro	Platform 4U Supermicro "SuperWorkstation SYS-7048A-T" (2xSocket2011-v3, iC612, 16xDDR4, 8xHS 3.5" SATA III, RAID, 3xPCI-E x16 + 2xPCI-E x8 + 1xPCI-E x4, 2x1 GBit LAN, IPMI, USB3.0, 1200W)		999.07
7830	Computer equipment and components	Network adapters for servers and workstations	Intel	Server network adapter Ethernet 10Gbps Intel "Ethernet Converged Network Adapter" X540-T2 (PCI-E x8)		357.9
7831	Computer equipment and components	Network cards, Bluetooth adapters	5bites	Adapter Bluetooth 5bites "BTA40-02" (USB2.0)		6.76
7832	Computer equipment and components	Network cards, Bluetooth adapters	5bites	Network adapter Ethernet 100Mbps 5bites "UA2-45-02WH" (USB2.0)		5.61
7833	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Adapter Bluetooth ASUS "USB-BT400" (USB2.0)		12.97
7834	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network adapter Wi-Fi 1.3Gbps ASUS "USB-AC68" 802.11a/b/g/n/ac (USB3.0)		62.64
7835	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network adapter Wi-Fi 150Mbps ASUS "USB-N10 Nano" 802.11b/g/n (USB2.0)		8.47
7836	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network adapter Wi-Fi 300Mbps ASUS "USB-N13" 802.11b/g/n (USB2.0)		11.78
7837	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network adapter Wi-Fi 300Mbps ASUS "USB-N14" 802.11b/g/n (USB2.0)		24.05
7838	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network adapter Wi-Fi 433Mbps ASUS "USB-AC51" 802.11a/b/g/n/ac (USB2.0)		18.64
7839	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network adapter Wi-Fi 867Mbps ASUS "USB-AC53 Nano" 802.11a/b/g/n/ac (USB2.0)		27.59
7840	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network card Wi-Fi 1.3Gbps ASUS "PCE-AC68" 802.11a/b/g/n/ac (PCI-E x1)		68.93
7841	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network card Wi-Fi 150Mbps ASUS "PCE-N10" 802.11b/g/n(draft) (PCI-E x1)		11.28
7842	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network card Wi-Fi 2.1Gbps ASUS "PCE-AC88" 802.11a/b/g/n/ac (PCI-E x1)		82.08
7843	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network card Wi-Fi 300Mbps ASUS "PCE-N15" 802.11b/g/n (PCI-E x1)		17.7
7844	Computer equipment and components	Network cards, Bluetooth adapters	ASUS	Network card Wi-Fi 433Mbps ASUS "PCE-AC51" 802.11a/b/g/n/ac (PCI-E x1)		24.27
7845	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network adapter Ethernet 100Mbps D-Link "DUB-E100/B/D1A" (USB2.0)		11.97
7846	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network adapter Wi-Fi 300Mbps D-Link "DWA-131/E1A" 802.11b/g/n (USB2.0)		5.69
7847	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network adapter Wi-Fi 300Mbps D-Link "DWA-137/A1B" 802.11b/g/n (USB2.0)		11.43
7848	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network adapter Wi-Fi 300Mbps D-Link "DWA-140/D1B" 802.11b/g/n (USB2.0)		7.89
7849	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network adapter Wi-Fi 300Mbps D-Link "DWA-160/RU/C1B" 802.11b/g/n (USB2.0)		10.94
7850	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network card Ethernet 100Mbps D-Link "DFE-520TX" (PCI)		4.99
7851	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network card Ethernet 100Mbps D-Link "DFE-560FX/A1A" (PCI-E x1)		71.28
7852	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network card Ethernet 1Gbps D-Link "DGE-528T" (PCI)		7.24
7853	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network card Ethernet 1Gbps D-Link "DGE-530T" (PCI)		8.26
7854	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network card Wi-Fi 150Mbps D-Link "DWA-525 B1" 802.11b/g/n (PCI-E x1)		8.57
7855	Computer equipment and components	Network cards, Bluetooth adapters	D-Link	Network card Wi-Fi 300Mbps D-Link "DWA-548/EU" 802.11b/g/n (PCI-E x1)		11.03
7856	Computer equipment and components	Network cards, Bluetooth adapters	Hama	Adapter Bluetooth Hama "00049218" (USB2.0)		9.26
7857	Computer equipment and components	Network cards, Bluetooth adapters	Orient	Network adapter Wi-Fi 150Mbps Orient "XG-921nm" 802.11b/g/n (USB2.0)		4.53
7858	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Ethernet 100Mbps TP-Link "UE200" (USB2.0)		9.71
7859	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Ethernet 1Gbps TP-Link "TG-3468" (PCI-E x1)		8.12
7860	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Ethernet 1Gbps TP-Link "UE300" (USB3.0)		17.05
7861	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Ethernet 1Gbps TP-Link "UE330" (USB3.0) with USB hub		20.71
7862	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Wi-Fi 150Mbps TP-Link "TL-WN722N" 802.11b/g/n (USB2.0)		8.41
7863	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Wi-Fi 150Mbps TP-Link "TL-WN725N" 802.11b/g/n (USB2.0)		6.49
7864	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Wi-Fi 300Mbps TP-Link "TL-WN821N" 802.11b/g/n (USB2.0)		7.79
7865	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Wi-Fi 300Mbps TP-Link "TL-WN822N" 802.11b/g/n (USB2.0)		11.77
7866	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Wi-Fi 300Mbps TP-Link "TL-WN823N ver.2.0" 802.11b/g/n (USB2.0)		7.9
7867	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Wi-Fi 433Mbps TP-Link "Archer T1U" 802.11a/n/ac (USB2.0)		13.08
7868	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Wi-Fi 433Mbps TP-Link "Archer T2U ver.1.0" 802.11a/b/g/n/ac (USB2.0)		15.73
7869	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Wi-Fi 433Mbps TP-Link "Archer T2UH" 802.11a/b/g/n/ac (USB2.0)		15.73
7870	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network adapter Wi-Fi 867Mbps TP-Link "Archer T4U ver.2.0" 802.11a/b/g/n/ac (USB3.0)		20.49
7871	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network card Wi-Fi 1.3Gbps TP-Link "Archer T9E" 802.11a/b/g/n/ac (PCI-E x1)		43.75
7872	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network card Wi-Fi 150Mbps TP-Link "TL-WN781ND" 802.11b/g/n (PCI-E x1)		7.17
7873	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network card Wi-Fi 300Mbps TP-Link "TL-WN851ND" 802.11b/g/n (PCI)		11.8
7874	Computer equipment and components	Network cards, Bluetooth adapters	TP-Link	Network card Wi-Fi 300Mbps TP-Link "TL-WN881ND" 802.11b/g/n (PCI-E x1)		11.32
